datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2012-10-2,77.375,65.83333333,65.95833333,65.16666667,64.91666667,65.875,16.16666667,24.47619048,40.36363636,66.64705882,82.41666667,68.20833333,60,66.125,52.08333333,69.16666667,60.57894737,94.33333333,74.91666667,94.25,57.45833333,78.08333333,89.70833333,79.33333333,78.875,47.70833333,54.5,50.95,39.5,68.75,72.91666667,69.70833333,33.83333333,53.5,53.5,52.75
2012-10-20,84.63636364,74.65217391,72.625,82.16666667,78.25,73.70833333,25.3,31.56521739,14.95833333,20.16666667,47.13043478,38.33333333,50.43478261,64.5,84.375,65.33333333,79.95833333,50.33333333,74.29166667,61.69565217,60.13043478,72.33333333,73.47826087,79.58333333,71.79166667,88.95652174,85.54166667,88.16666667,87.5,81.20833333,69.5,66.08333333,32.54166667,51.5,51.5,41
2012-10-21,71.75,84.39130435,76.08333333,80.20833333,52.13043478,80.58333333,30.08695652,14.6,11.52941176,14.38888889,59.83333333,57.70833333,74.375,61.33333333,82.41666667,71.08333333,49.13043478,61.5,86.45833333,64.625,85.66666667,65.79166667,66.58333333,79.08333333,69.66666667,86.13043478,75.95833333,85.625,51.6,67.79166667,79,66.20833333,31.29166667,62.20833333,62.20833333,58.16666667
2012-10-22,79.25,80.31818182,61.79166667,78.29166667,73.375,85,31.08333333,28.95833333,26.22727273,18.20833333,72.08333333,68.625,77.20833333,68.83333333,72.70833333,68.54166667,60.26086957,68.33333333,77,66.625,71.16666667,56.625,58.33333333,68.79166667,66.79166667,55.34782609,55.82608696,53.77272727,69.66666667,61.08333333,67.58333333,68.35714286,52.29166667,63.25,63.25,52.125
2012-10-23,75.52380952,87.54545455,72.375,81.70833333,73.68181818,72.73913043,29.59090909,48.09090909,31.17647059,53.85714286,66.875,69.45833333,80.375,76.125,68.375,78.375,73.875,56.41666667,68.66666667,70.25,70.125,70.20833333,66.95833333,60.04166667,60.95833333,53.29166667,53.875,50.31818182,68.75,64.79166667,65.5,70.125,52.75,57.5,57.5,50.75
2012-10-24,86.6,78.26086957,65.41666667,82.83333333,65.41666667,64.66666667,29.54166667,46.66666667,30.04545455,33.42105263,77.125,73.45833333,75.04166667,71.875,84.70833333,69.54166667,86.45833333,58.20833333,71.04166667,70.04166667,80.95833333,74.33333333,65.95833333,60.70833333,51,80.95833333,70.13043478,61.69565217,76.875,67.58333333,66.04166667,64.73333333,48.04166667,59.75,59.75,59.25
2012-10-25,83.0952381,83.68181818,67.125,78.70833333,59.70833333,58.875,24.16666667,36.47826087,23.17391304,46.57894737,70.25,65.95833333,83.41666667,70.91666667,87.625,69.41666667,75.17391304,63.95833333,66.83333333,73,75.91666667,79.5,63.45833333,72.95833333,55.58333333,67.0952381,78.41666667,86.16666667,59.9,59.54166667,54.66666667,67.57142857,42.58333333,60.25,60.25,55.75
2012-10-26,83.72727273,84.36363636,69.58333333,82.73913043,31.14285714,60.875,21.33333333,25.42857143,20.90909091,74.52631579,68.875,70.20833333,80.58333333,69.95833333,87.73913043,70.16666667,67.45833333,65.95833333,64.95833333,74.5,65.33333333,83.79166667,70.5,82.33333333,54.04166667,85.66666667,85.54166667,76.59090909,57.08333333,68.08695652,57.45833333,63.58333333,37.33333333,62,62,54.25
2012-10-27,80.54545455,84.52173913,60,81.25,31.7826087,49.30434783,19.95833333,13.83333333,30.45,83.0952381,66.41666667,57.52173913,86.25,57.08695652,58.47826087,67.65,62.18181818,75.83333333,75.125,73.875,63.41666667,82.26086957,69.5,78.75,58,75,79.95652174,73.66666667,76,80.375,61.83333333,63.75,40.04166667,68.25,68.25,59.75
2012-10-28,90.21052632,86.25,71.83333333,87.08333333,18.52173913,24,17.625,14.58333333,43.60869565,69.60869565,48.84210526,51.04347826,62.25,60.8,60.04761905,61,55.95833333,85.875,64.83333333,77.375,58.36363636,76.16666667,77.04166667,63.66666667,80.625,74.61904762,73.20833333,75.5,91,84.29166667,64.79166667,70.875,38.75,66,66,63
2012-10-29,89.58823529,88.39130435,73.45833333,85.70833333,31.60869565,40.91666667,24.25,22.5,23.39130435,45.70588235,40.4375,46.5,59.27272727,58.69565217,57.66666667,65.66666667,52.18181818,57.42857143,66.1875,75.875,56.3,70.45833333,62.75,65.125,87,77.79166667,71.375,71.91666667,76,86.16666667,53.875,53.38461538,42.45833333,60.16666667,60.16666667,58.375
2012-10-3,71.625,66.20833333,47.08333333,58.41666667,44.875,59.75,14.5,18.38095238,31.9047619,36.86956522,69.875,51.33333333,65.25,45.86956522,48.70833333,63.04166667,53.81818182,82.42857143,93.375,83.75,65.75,77.33333333,84.04166667,84.20833333,81.25,64.13043478,78.79166667,68.54166667,88.4,86.04166667,75.54166667,77.20833333,47.29166667,69.375,69.75,62.29166667
2012-10-30,89.44444444,85.875,84.33333333,85.95833333,42.83333333,46.25,27.15,23.45,23.13636364,41.63636364,57.83333333,47.86956522,55.04347826,47.04166667,53.05,61.68181818,58.66666667,52.17391304,54.08333333,54.31818182,65.76190476,60.47826087,51.375,56.25,84.83333333,90.47619048,84,79.33333333,68.83333333,88.125,49.125,52.14285714,34.5,51.91666667,51.91666667,41.33333333
2012-10-31,87.42105263,91.82352941,84.41666667,89.08333333,68.54166667,83.83333333,27.42105263,28.22222222,18.52173913,34.65217391,64.75,50.9,68.25,55.125,59.625,47.33333333,50.125,39.91666667,74.19047619,39.91666667,82.45454545,38.13043478,49.5,51.75,85.82608696,81.47826087,86.6875,75.59090909,77,81.25,58.375,63.14285714,29.08333333,53.08333333,53.08333333,44.41666667
2012-10-4,49,51.16666667,60.16666667,48.86956522,66.625,75.58333333,15.16666667,20.23809524,19.68181818,14.75,67.29166667,53.45833333,71.5,55.95652174,48,69.75,73,74.1,83.95833333,82.70833333,75.75,79.79166667,77.69565217,79.375,77.58333333,85.56521739,88.56521739,94.54545455,94.75,84.75,67.45833333,64.625,49.33333333,71.25,71.25,63.375
2012-10-5,43.40909091,40.39130435,69.66666667,48.52173913,70.25,72.79166667,14.64705882,27.77777778,18.25,49.5,70.33333333,57,72,63.04347826,51.29411765,78.22222222,69.52173913,82,66.91666667,77.79166667,65.54166667,88.16666667,74.66666667,78.45833333,65.125,75.08695652,84.75,93.04166667,88,73.33333333,65.66666667,63.41666667,46.875,70.5,70.5,67.25
2012-10-6,43.16666667,40.75,73.54166667,48.45,75.04166667,70,20.05263158,27.42857143,19.23809524,66.0952381,69.45833333,64.29166667,76.875,65.47368421,54.36363636,79.34782609,61.94736842,72.75,84.125,66.86956522,69.125,87.08333333,72.33333333,72.125,64.41666667,45.82608696,68.91666667,71,93.11111111,68.70833333,64.91666667,66.95833333,48.08333333,65,65,64.5
2012-10-7,49.88888889,36.68181818,71.58333333,49.83333333,74.58333333,72.41666667,20.6,23.41666667,29.69565217,79.90909091,76.33333333,66.875,77.95833333,58.0952381,57.25,73.95,48.95652174,70.56521739,77.83333333,76.875,85.1875,80.70833333,69.625,72.5,68.40909091,55.33333333,69.33333333,66.45833333,75.76923077,73.95833333,65.20833333,64.20833333,39.41666667,66.08333333,66.08333333,62.875
2012-10-8,59.84210526,37.59090909,72.04166667,51.29166667,73.25,72.83333333,17.08333333,28.47619048,51.75,63,74.125,61.9047619,71.41666667,52.58333333,50.90909091,55.64705882,47.75,61.55,64.13043478,73.29166667,61.42857143,79.58333333,84.70833333,80.58333333,64.13043478,66.19047619,63.875,62.7826087,74.5,75.5,58.375,63.04166667,39.375,63.25,63.25,60
2012-10-9,61.875,55.52380952,74.20833333,61.625,76.20833333,68.95833333,20.72222222,30.1,37,32.61111111,64.125,57.83333333,65.08333333,61.13043478,42.63636364,63.0952381,49.26315789,61.66666667,56.57142857,76.25,60,81.08333333,78.04166667,83.83333333,80.58333333,68.66666667,77.45833333,72.3,73.85714286,80.66666667,64,66.625,42.16666667,63.75,63.75,62.5
2012-11-1,93.05263158,92.90909091,80.79166667,93.875,77.125,77.70833333,29.45,24.2,21,30.04545455,75.41666667,49.83333333,69.83333333,52.40909091,47.09090909,49.375,52.34782609,40.5,70.82608696,41.41666667,81.54166667,45,57,62.33333333,87.45833333,77.23809524,74.31818182,62.25,92.5,59,61.91666667,67.1,37.125,55.91666667,55.91666667,49.29166667
2012-11-10,64.27272727,84.33333333,65.81818182,74.22727273,64.5,63.66666667,43.83333333,50.59090909,34.66666667,56.47368421,72.45833333,63.79166667,68.5,57.54166667,75.16666667,68.83333333,71.72727273,69.65217391,73.23809524,71.65,63.46666667,59.66666667,48.36363636,56.59090909,70.19047619,68.13043478,41,51.33333333,77.33333333,54.23529412,67.5,75.79166667,58.625,71.95833333,71.95833333,69.33333333
2012-11-11,52.25,84.60869565,59.5,71.22727273,54.13636364,58.16666667,37.375,41.93333333,63.36842105,46,70.125,62.5,75.375,60.45833333,81.66666667,54.79166667,64.65,56.41666667,57.41666667,65.76190476,75.75,65.16666667,50.25,47.55,57.59090909,75.27272727,69.85,62.10526316,50,68.125,56.70833333,72.125,53.375,73.08333333,73.08333333,70.25
2012-11-12,59.43478261,70.76470588,62.20833333,63.66666667,25.25,47.82608696,26.08333333,31.05,41.26315789,71.89473684,71.375,74.83333333,71.04166667,76.86363636,78.15,71.29166667,65.25,52.20833333,58.60869565,63.47826087,62.91666667,65.30434783,51,58.95,57.7826087,73.66666667,68.91304348,73.6,59.33333333,71.625,70.91666667,72.58333333,48.5,70.04166667,70.04166667,67.16666667
2012-11-13,90.83333333,94.4,64.375,86.875,30.59090909,45.09090909,27.125,18,27.53333333,32.11764706,31.05882353,56.08333333,76.17391304,55.52380952,66.29166667,65.72727273,73.15,72.34782609,71.86363636,82.70833333,67.59090909,85.08333333,77.91666667,68.77777778,49.18181818,55.5,77.13636364,90.4,79.5,81.375,83.65217391,80.04166667,61.41666667,62.33333333,62.33333333,67.08333333
2012-11-14,93,91.14285714,55,86.70833333,24.23809524,36.23809524,19.91666667,26.8,26.375,39,44.25,50.75,51.5,56.85714286,70.2173913,62.30434783,56.58823529,66.56521739,68.08695652,69.9047619,53.54166667,85.29166667,76.30434783,68.8,65.68181818,62.625,79.57142857,83.31818182,75.71428571,85.20833333,71.23809524,75.95833333,60.125,59.45833333,59.45833333,65.16666667
2012-11-15,92.55,88.17391304,53.69565217,87.83333333,19.91304348,48.17391304,26.75,26.8,24.72222222,46,67.90909091,44.58333333,43.88235294,44.76190476,62.95454545,62,48.90909091,59.95238095,67.79166667,61.3,60.5,93.25,58.77272727,76.16666667,60,64,55.91666667,55.61904762,66.5,71.95833333,72.08333333,77.33333333,52.79166667,62.625,62.625,66.5
2012-11-16,81.29166667,78.43478261,59.79166667,83.125,38.79166667,54.20833333,20.83333333,17.375,19.26086957,43.625,52.04166667,52.08333333,45.79166667,61,77.30434783,67.83333333,65.52173913,66.95833333,67.08695652,75,75.375,86.91666667,75.41666667,68.66666667,70.41666667,73.30434783,70.13043478,65.26086957,61.33333333,70.27272727,52.625,53.58333333,41.29166667,56.41666667,56.41666667,51.95833333
2012-11-17,75.39130435,72.29166667,64.75,80.5,49.08333333,47.95833333,23.16666667,23.31818182,29.86363636,45.95,43.5,46.81818182,45.33333333,64.68181818,57.79166667,59.78947368,53.70833333,55.80952381,64.61904762,66.33333333,65.82352941,81.54166667,66.77272727,73.08333333,65.45833333,70.16666667,60.86956522,59.13043478,64.05555556,71.29166667,33.08333333,31.95833333,36.08333333,45.83333333,45.83333333,31.58333333
2012-11-18,79.69565217,83.375,82.83333333,84.29166667,76.95833333,68.91666667,33.91304348,26.33333333,30.91666667,37.86956522,51.53333333,49.4,50.17391304,59.80952381,63.95652174,71.47058824,57.16666667,55.1,68.36363636,73.23809524,66.82352941,80.375,52.34782609,75.33333333,56.20833333,80.58333333,51.95652174,52.94736842,64.27777778,77.81818182,42.04166667,40,41.70833333,47.20833333,47.20833333,36.25
2012-11-19,91.08333333,84.75,75,82.29166667,82.79166667,77.04166667,46,36.2173913,48.25,38.5,66.45833333,49.2173913,59.375,43.91304348,51.2,72.43478261,59.17391304,65.05,60.22222222,57.17391304,82.65217391,70.29166667,55.08695652,69.33333333,49.66666667,79.04166667,69.36363636,64.0952381,66.75,78.28571429,58.33333333,65.75,63.16666667,55.91666667,55.91666667,54.95833333
2012-11-2,88.9375,83.94736842,76.125,86.83333333,76.91666667,70.5,29.33333333,24.9,21.36363636,34.63636364,74.79166667,61,78.66666667,60.95652174,52,46.95833333,41.91304348,45.77272727,50.8,43.34782609,69.31818182,56.33333333,60.4,66.66666667,85.91666667,75.60869565,64.60869565,65.81818182,88,59.66666667,44.20833333,59.38461538,38.95833333,56.25,56.25,42.25
2012-11-20,89.34782609,84.17391304,59,81.375,76.45833333,75.58333333,48.04166667,45,66,37.86956522,72.25,45.45833333,65.25,54.85,54.79166667,67.63157895,44.76923077,63.28571429,54.79166667,79.16666667,82.04761905,79.45833333,62.33333333,73.04347826,58.66666667,85.2173913,68.04166667,72.08333333,74.5,80.13043478,75.375,71.875,59.79166667,61.5,61.5,65.66666667
2012-11-21,85.91666667,87.04166667,70.66666667,85.45833333,74.375,79.04166667,50.33333333,39.16666667,39.20833333,34.17391304,76.5,65.54166667,78.29166667,71.29166667,69.25,72.79166667,65.91666667,61.79166667,63.95833333,70.58333333,72.08333333,73.25,75.08333333,83.125,56.3,85.91666667,67,67.95238095,84.38888889,83.75,67.29166667,69.83333333,55.625,61.04166667,61.04166667,68.04166667
2012-11-22,91.58333333,82.83333333,77.75,79.20833333,78.54166667,78.625,49.95454545,30.16666667,30.56521739,23.95833333,75.58333333,66.33333333,70.5,66.875,54.4,88.58333333,84.70833333,64.66666667,79.16666667,69.45833333,74.08333333,64.375,73.25,71.79166667,49.55555556,93.5,54.47619048,59,74.57142857,81.72727273,62.25,66.45833333,55.66666667,56.625,56.625,60.75
2012-11-23,87.2173913,86.33333333,70.375,82.29166667,78.91666667,80.45833333,35.16666667,40.45454545,44.54545455,20.95454545,74.75,50.08333333,72.58333333,46.625,58.47826087,75.33333333,73.18181818,71.125,75.70833333,66.91666667,74.45833333,55.58333333,49.70588235,57.81818182,50.7826087,84.125,59.04347826,67.59090909,73.28571429,84.69565217,65.33333333,72.83333333,48.5,57.95833333,57.95833333,64.58333333
2012-11-24,83.76190476,76,71.91666667,84.20833333,85.52380952,81.16666667,30.54166667,39.8,38.23529412,33.625,75.45833333,49.41666667,79.25,46.0952381,73.95833333,63.65217391,63.52631579,58.41666667,68.13636364,72,70.21052632,57.04166667,62.5,60.42857143,53.65217391,73.08695652,78.625,83.14285714,69.64705882,82.65217391,87.29166667,83.625,58.75,62.08333333,62.08333333,78.75
2012-11-25,93.79166667,92.75,72.33333333,88,76.08695652,79.58333333,30.5,21.125,39.42857143,25.82608696,31.86363636,34.75,44.83333333,42.39130435,72.375,58.72727273,57.42857143,53.5,64.86956522,51.31818182,53.91666667,53.95652174,42.45833333,55.69565217,64.63636364,62.42105263,48.56521739,52.43478261,70.26315789,57.82608696,81.75,76.45833333,56.25,67.79166667,67.79166667,76.5
2012-11-26,88.91304348,88.91666667,81.33333333,87.75,77.5,84.95652174,33.91666667,35.75,35.09090909,21.80952381,55.33333333,35.41666667,64,43.29166667,64.04347826,48.88235294,58.28571429,56.08695652,67.95833333,49,59.61111111,34.04347826,48.86956522,66.2173913,58,62.57894737,47.13043478,45.31818182,60.7826087,49.45833333,80.625,76.79166667,61.08333333,63.54166667,63.54166667,72.83333333
2012-11-27,81.66666667,67.3125,82.34782609,75.47619048,76.125,77.25,33.91666667,40.84210526,30.52380952,55.42857143,75.75,63.33333333,80.625,62.2,64.58333333,67.5,53.70588235,47.15,62.18181818,54.5,58.75,52.57142857,43.17391304,67.95454545,52.63636364,71.04166667,54.45,43.43478261,60.52941176,57.71428571,73.79166667,78.16666667,55.79166667,57.66666667,57.66666667,72.20833333
2012-11-28,76.61111111,75.05555556,79.83333333,75,77.95833333,79.375,34.16666667,44.33333333,44.33333333,48.61111111,54.5,54.15789474,74.66666667,57.45454545,63.04166667,61.65217391,48.7,84,69.3,74.40909091,51.63636364,66.91666667,50.6,70.04166667,66.375,58.94444444,78.70833333,67.04166667,72.15789474,81.73684211,68.54166667,77.125,54.41666667,55.95833333,55.95833333,67.83333333
2012-11-29,84.04166667,73.85,70.95833333,81.08695652,76.29166667,71.16666667,35.625,37,36.45,22.15789474,69.44444444,66.375,69.25,56.65217391,74.45,67.58333333,47.94117647,67.33333333,70.61904762,70.08333333,52.28571429,84.82608696,67.43478261,74.9047619,52.23076923,61.13636364,68.57142857,71.18181818,81.88888889,74.9375,51.5,60.75,49,49.33333333,49.33333333,51.25
2012-11-3,87.8,88.89473684,69.875,85.08333333,72.25,63.08333333,23.79166667,26.06666667,20.77777778,34.42105263,73.125,50.875,76.33333333,58.25,66.72727273,64.57142857,57.5,47.70833333,56.4,50.2173913,56,54.91666667,42.45454545,67.75,70.23529412,75.25,62.18181818,63.25,87.9,58.5,73.08333333,62.25,36.54166667,59.91666667,59.91666667,49.375
2012-11-30,84.91666667,77.2173913,81.08333333,82.91666667,76.5,70.66666667,37.16666667,30.47826087,45.34782609,26.27272727,75.58333333,58.875,63.91666667,67.625,74.13636364,61.95652174,65.65,51.5,60.73913043,61.60869565,58.95833333,69.2173913,61.83333333,68.52173913,59.26086957,68.60869565,60.82608696,64.60869565,80.6,64.23809524,43.16666667,44.83333333,42.20833333,44.08333333,44.08333333,38.45833333
2012-11-4,87.52380952,90.86363636,70.54166667,88.5,74.16666667,72.41666667,24.83333333,32.5,27.22222222,52.54545455,73.75,61.45833333,81.33333333,53.94117647,58.20833333,64.36363636,64.61904762,56.43478261,78.31578947,61.66666667,62.22727273,70.20833333,50.26315789,51.70833333,71.25,81.45454545,54,64.19047619,78.6,58.70588235,54.41666667,50,48.29166667,56.20833333,56.20833333,39.29166667
2012-11-5,92.13333333,85.16666667,68.33333333,89.04166667,58.5,63.54545455,22.79166667,31.23529412,22.29411765,46.33333333,72.16666667,51,81.20833333,67.34782609,68.42105263,77,67.8,70.375,73.35294118,75.125,61.94736842,69.95652174,56.16666667,66.79166667,66.52173913,73.5,55.05263158,65.8125,63.8,72.41666667,48.91666667,48.84615385,39.41666667,56.66666667,56.66666667,42.625
2012-11-6,86.04166667,80.31818182,55.39130435,86.66666667,14.70833333,20.08333333,22.16666667,16.72727273,25.66666667,37.52380952,60.83333333,54.39130435,67.54166667,79.5,75,72.04166667,68.04545455,60.70833333,65.375,63.95238095,68.125,62.375,57.45833333,57.125,70.33333333,70.29166667,64.79166667,65.52380952,56.8,64.45833333,48.29166667,43.59090909,38.58333333,55.625,55.625,44.5
2012-11-7,90.54545455,87.90909091,70.20833333,84.08333333,38.79166667,72.29166667,28,26.11111111,27.95238095,35.81818182,51.25,49.47826087,53.54166667,71.17391304,81.04166667,82.75,69.55555556,74.5,69.95,82.54166667,61.42857143,77.08333333,53.89473684,63.29166667,60.91666667,72.65217391,51.86363636,48.19047619,56,58.86956522,60.16666667,61.4,37.95833333,52.16666667,51.95833333,43.45833333
2012-11-8,76.43478261,86.4,78.875,76.25,75.20833333,85.08333333,35.57894737,29.29411765,29.73684211,37.84210526,62.16666667,54.79166667,55.95833333,54.83333333,76.78947368,76.79166667,81.72727273,79.20833333,80.22727273,88.625,55.9,68.33333333,75.23529412,68.09090909,59.91666667,57.2173913,61.80952381,69.125,61.5,76.34782609,76.60869565,74.06666667,42.625,61.91666667,61.91666667,58
2012-11-9,78.91304348,85.5,65.52173913,77.58333333,77.45833333,75.875,30.85,25.15384615,23.11111111,31.22222222,65.375,51.73913043,67.66666667,49,68.33333333,75.14285714,71.66666667,75.04166667,85.43478261,76.29166667,59.61111111,67.83333333,57.6,51.66666667,61.63636364,64.04347826,44.63157895,72.1875,64.5,78.29166667,71.95652174,71.79166667,49.70833333,73.08333333,73.08333333,71.54166667
2012-12-1,81.375,82.75,84.20833333,77.20833333,93.33333333,86.625,44.04166667,43.70833333,40.04166667,29.17391304,78.83333333,69.75,85.29166667,52.33333333,75.25,52.30434783,58,60.83333333,56.69565217,72.52380952,73.90909091,77.54166667,62.33333333,66.41666667,47.54545455,73.04761905,64.04545455,54.52173913,63.77272727,66.63157895,45.625,59.625,44.70833333,48.375,48.375,42.45833333
2012-12-10,86.38095238,90.29166667,68.91666667,82.91666667,78.04166667,77.70833333,26.29166667,44.83333333,37,52.375,80.375,74.95833333,84.16666667,82.60869565,94.09090909,88.125,81.35294118,86.75,92.54166667,88.25,79.4,88.75,88.58333333,84.79166667,78.375,68.9,91.45833333,79.95833333,83,81.54166667,65.79166667,66,53.75,57.625,57.625,61.70833333
2012-12-11,95.625,91.375,55.5,89.25,70.34782609,72.125,32.58333333,14.69565217,26.61904762,37.13043478,45.70833333,41.55,63.95833333,55.91666667,86.375,73.2173913,80.05263158,85.41666667,89.39130435,85.91666667,86.60869565,86.625,91.20833333,87.08333333,87.79166667,92.35,95.04166667,93.79166667,83.83333333,91.56521739,53.45833333,61.58333333,46.33333333,62.16666667,62.16666667,57.41666667
2012-12-12,93.04166667,87.45,77.125,82.75,65.36363636,60.85,41.66666667,29.28571429,35.73684211,67.11764706,50.63157895,46.04347826,48.41666667,47.125,83.95833333,64.75,68.26315789,64.85714286,77.7,75.5,62.83333333,86.95,80.33333333,84.80952381,84.23529412,71.65217391,81.45,74.25,72.83333333,71.83333333,57.95833333,74.60869565,44.18181818,62.625,62.625,67.95833333
2012-12-13,93.66666667,87.77272727,72.75,83.18181818,77.25,77.68181818,35.625,33.04545455,37.22727273,31.85714286,55.47826087,42.18181818,45.54166667,37.15,78.375,68.2173913,62.33333333,67.25,70.54545455,71.9,64.3125,89.72727273,61.09090909,81.34782609,70.39130435,70.1875,53,47.5,81.68181818,58.83333333,65.25,72.95833333,45,59.625,59.625,65.70833333
2012-12-14,89.875,85.04166667,68.29166667,80.69565217,74.20833333,77.79166667,35.56521739,34,32.52380952,25.31818182,61.63157895,32.91666667,52.83333333,31.54166667,54.36842105,58.04761905,56.47826087,60.83333333,64.60869565,63.86956522,57.73684211,87.75,51.95833333,84.33333333,62.26086957,78.66666667,52.16666667,49.56521739,86.86363636,72.17391304,77.04166667,79.83333333,58.20833333,63.58333333,63.58333333,74.70833333
2012-12-15,92.40909091,89.875,69.08333333,81.70833333,65.04166667,52.95833333,80.125,73.08333333,55.52173913,36,78.58333333,44.70833333,69.66666667,44.79166667,82.54166667,65.65217391,60.23809524,65.82608696,54.90909091,73.15789474,61.57142857,83.29166667,54.875,79.5,56.95652174,67.11764706,62.56521739,51.875,74.63157895,77.70833333,70.83333333,71.16666667,56.79166667,64.125,64.125,75.79166667
